order_item_id,order_id,product_id,quantity,unit_price,line_total
177,56,104,1,17.69,17.69
178,56,859,1,457.08,457.08
179,56,744,2,79.1,158.2
180,57,226,2,20.19,40.38
181,57,103,2,31.05,62.1
182,58,572,3,285.07,855.21
183,58,899,2,436.28,872.56
184,59,319,2,209.27,418.54
185,59,171,1,49.49,49.49
186,60,684,2,152.03,304.06
187,60,428,2,166.98,333.96
188,60,482,3,19.03,57.09
189,60,854,1,325.67,325.67
190,61,512,2,103.15,206.3
191,61,780,2,375.81,751.62
192,61,55,1,393.4,393.4
193,62,126,3,457.65,1372.95
194,62,656,1,92.9,92.9
195,63,331,3,436.27,1308.81
196,63,625,1,391.03,391.03
197,64,144,2,135.65,271.3
198,64,98,1,61.0,61.0
199,65,710,1,117.98,117.98
200,65,308,2,425.22,850.44
201,65,940,2,421.35,842.7
202,66,162,3,42.94,128.82
203,67,247,3,199.45,598.35
204,67,628,3,126.92,380.76
205,67,213,1,438.08,438.08
206,68,741,3,411.18,1233.54
207,69,126,2,253.17,506.34
208,69,65,3,276.01,828.03
209,69,508,3,414.71,1244.13
210,70,790,3,116.32,348.96
211,71,450,2,307.03,614.06
212,71,212,1,238.85,238.85
213,71,209,1,219.48,219.48
214,72,414,3,162.26,486.78
215,72,763,3,372.86,1118.58
216,72,559,2,50.9,101.8
217,72,129,2,32.28,64.56
218,72,277,3,344.09,1032.27
219,73,503,1,288.91,288.91
220,73,658,1,301.99,301.99
221,73,577,1,441.04,441.04
222,73,890,2,165.8,331.6
223,74,981,1,473.43,473.43
224,74,1,2,332.29,664.58
225,74,428,1,144.41,144.41
226,74,956,3,232.35,697.05
227,75,90,3,265.58,796.74
228,75,189,1,230.36,230.36
229,76,73,3,243.41,730.23
230,76,133,2,434.98,869.96
231,76,569,3,369.51,1108.53
232,76,610,3,363.39,1090.17
233,77,978,2,275.26,550.52
234,77,697,2,58.02,116.04
235,77,800,2,160.62,321.24
236,78,78,3,411.32,1233.96
237,78,740,2,117.48,234.96
238,78,646,3,32.34,97.02
239,78,628,3,468.33,1404.99
240,79,219,2,471.06,942.12
241,79,185,2,417.56,835.12
242,79,580,1,477.03,477.03
243,79,899,1,94.84,94.84
244,79,432,2,249.36,498.72
245,80,12,1,57.73,57.73
246,80,695,1,200.46,200.46
247,80,87,2,164.15,328.3
248,80,261,1,188.68,188.68
249,81,703,2,216.28,432.56
250,81,96,2,33.58,67.16
251,81,878,3,38.45,115.35
252,81,48,2,65.99,131.98
253,81,337,1,358.72,358.72
254,82,34,3,41.4,124.2
255,82,404,1,314.21,314.21
256,82,668,2,480.3,960.6
257,83,117,2,492.07,984.14
258,84,287,3,118.01,354.03
259,84,428,2,93.6,187.2
260,84,798,2,459.45,918.9
261,84,146,2,468.9,937.8
262,85,552,3,445.12,1335.36
263,85,705,1,98.33,98.33
264,86,540,3,161.83,485.49
265,86,119,1,464.4,464.4
266,87,809,1,440.02,440.02
267,87,105,1,25.21,25.21
268,88,130,1,20.05,20.05
269,88,772,1,255.02,255.02
270,88,860,3,192.77,578.31
271,88,314,1,233.57,233.57
272,88,163,3,223.86,671.58
273,89,412,2,19.06,38.12
274,89,906,2,320.31,640.62
275,89,331,2,242.3,484.6
276,89,424,2,435.03,870.06
277,90,952,1,185.02,185.02
278,90,565,3,282.67,848.01
279,91,867,3,224.53,673.59
280,92,619,3,481.68,1445.04
281,92,6,3,481.39,1444.17
282,92,661,2,477.39,954.78
283,92,343,3,305.79,917.37
284,93,424,2,193.05,386.1
285,93,802,3,161.19,483.57
286,93,868,3,481.0,1443.0
287,93,684,1,47.88,47.88
288,94,934,1,206.9,206.9
289,94,302,2,381.22,762.44
290,94,93,2,475.63,951.26
291,95,736,2,99.38,198.76
292,95,162,3,295.01,885.03
293,96,716,1,105.52,105.52
294,96,753,3,451.27,1353.81
295,96,891,2,109.21,218.42
296,97,569,1,21.52,21.52
297,97,344,1,297.76,297.76
298,97,304,2,309.18,618.36
299,97,588,1,167.55,167.55
300,98,471,1,399.8,399.8
301,98,713,3,409.6,1228.8
302,98,913,2,166.71,333.42
303,99,242,2,130.76,261.52
304,99,374,1,459.5,459.5
305,99,402,3,99.22,297.66
306,99,29,3,315.27,945.81
307,100,763,3,144.15,432.45
308,101,275,3,442.39,1327.17
309,101,87,1,468.3,468.3
310,101,965,2,380.25,760.5
311,101,628,2,54.26,108.52
312,102,533,1,286.0,286.0
313,103,199,2,53.18,106.36
314,103,599,3,359.08,1077.24
315,103,982,2,461.3,922.6
316,103,494,2,389.93,779.86
317,104,405,1,472.4,472.4
318,104,393,1,316.49,316.49
319,105,227,3,473.39,1420.17
320,106,922,2,201.07,402.14
321,106,364,3,413.28,1239.84
322,106,502,3,150.96,452.88
323,106,980,1,352.48,352.48
324,106,866,2,426.7,853.4
325,107,474,3,112.85,338.55
326,107,485,3,280.13,840.39
327,107,477,1,282.68,282.68
328,107,773,1,175.89,175.89
329,107,630,1,104.95,104.95
330,108,426,2,17.19,34.38
331,108,48,1,85.81,85.81
332,108,875,3,76.61,229.83
333,108,397,1,372.65,372.65
334,108,61,1,246.78,246.78
335,109,916,1,184.13,184.13
336,109,917,2,269.8,539.6
337,109,702,2,224.09,448.18
338,109,985,1,35.38,35.38
339,109,932,2,85.21,170.42
340,110,379,1,78.66,78.66
341,111,82,2,74.75,149.5
342,111,669,1,151.41,151.41
343,111,808,1,223.45,223.45
344,112,228,2,239.36,478.72
345,112,867,3,13.37,40.11
346,113,584,1,264.19,264.19
347,113,526,2,29.45,58.9
348,114,129,3,256.83,770.49
349,114,890,3,163.59,490.77
350,115,875,1,112.52,112.52
351,115,574,3,53.61,160.83
352,115,462,1,118.43,118.43
353,116,777,2,284.02,568.04
354,117,691,2,323.58,647.16
355,118,271,1,460.36,460.36
356,118,563,2,15.38,30.76
357,118,835,2,406.03,812.06
358,118,459,2,147.43,294.86
359,119,55,1,391.42,391.42
360,120,709,2,147.63,295.26
361,120,923,3,305.52,916.56
362,121,935,2,294.92,589.84
363,121,360,3,217.11,651.33
364,121,322,2,239.11,478.22
365,121,172,1,345.89,345.89
366,121,667,2,34.9,69.8
367,122,432,3,133.81,401.43
368,123,130,1,106.59,106.59
369,123,740,2,325.88,651.76
370,123,233,1,53.53,53.53
371,123,964,2,257.7,515.4
372,124,541,2,78.89,157.78
373,124,606,2,258.93,517.86
374,125,508,1,289.72,289.72
375,125,551,2,84.53,169.06
376,125,398,1,328.93,328.93
377,125,971,3,54.82,164.46
378,126,293,1,207.5,207.5
379,127,649,2,129.83,259.66
380,127,889,2,18.02,36.04
381,127,692,2,144.49,288.98
382,127,49,2,489.5,979.0
383,127,270,2,134.58,269.16
384,128,269,2,375.24,750.48
385,128,430,1,299.18,299.18
386,128,848,1,408.98,408.98
387,128,659,1,309.35,309.35
388,129,777,3,36.83,110.49
389,130,952,1,258.99,258.99
390,130,566,1,19.47,19.47
391,130,874,1,305.21,305.21
392,131,148,3,245.19,735.57
393,131,392,3,161.08,483.24
394,131,541,1,274.49,274.49
395,132,388,1,158.85,158.85
396,133,569,1,405.14,405.14
397,133,543,1,37.73,37.73
398,133,891,2,493.88,987.76
399,133,91,2,440.46,880.92
400,134,110,2,295.98,591.96
401,134,188,3,121.67,365.01
402,134,421,3,115.0,345.0
403,134,508,2,402.58,805.16
404,135,380,1,197.68,197.68
405,135,669,1,87.72,87.72
406,135,683,2,376.7,753.4
407,136,301,2,25.68,51.36
408,136,601,1,86.79,86.79
409,136,470,1,187.95,187.95
410,136,675,3,206.24,618.72
411,137,304,2,240.4,480.8
412,137,106,2,36.7,73.4
413,137,881,1,267.1,267.1
414,137,816,1,68.42,68.42
415,137,99,3,253.76,761.28
416,138,684,2,87.53,175.06
417,139,814,2,66.09,132.18
418,139,909,1,52.42,52.42
419,140,518,3,350.74,1052.22
420,140,100,1,266.54,266.54
421,141,46,1,274.67,274.67
422,141,69,1,164.14,164.14
423,142,637,3,229.13,687.39
424,142,16,3,97.33,291.99
425,142,995,2,173.24,346.48
426,142,92,3,185.42,556.26
427,142,236,1,97.99,97.99
428,143,799,3,288.87,866.61
429,143,451,1,479.38,479.38
430,143,636,1,11.35,11.35
431,143,150,2,310.57,621.14
432,143,999,2,372.94,745.88
433,144,238,2,112.58,225.16
434,144,672,3,162.63,487.89
435,144,254,2,44.82,89.64
436,144,811,2,102.01,204.02
437,144,779,2,433.78,867.56
438,145,713,2,94.58,189.16
439,146,261,3,132.34,397.02
440,147,268,1,429.57,429.57
441,148,701,2,491.38,982.76
442,148,878,1,69.44,69.44
443,148,333,2,467.22,934.44
444,148,257,2,433.74,867.48
445,148,467,3,143.52,430.56
446,149,823,3,114.23,342.69
447,149,609,3,302.61,907.83
448,149,279,1,414.4,414.4
449,149,391,3,182.22,546.66
450,149,495,1,333.12,333.12
451,150,433,2,234.49,468.98
452,150,636,2,433.02,866.04
453,150,488,3,499.89,1499.67
454,150,355,1,337.5,337.5
455,150,937,2,324.8,649.6
456,151,85,3,482.99,1448.97
457,151,71,1,49.45,49.45
458,151,695,3,41.17,123.51
459,151,406,3,306.02,918.06
460,152,859,2,416.43,832.86
461,152,557,1,160.45,160.45
462,152,405,1,52.59,52.59
463,152,675,2,210.17,420.34
464,153,726,1,29.97,29.97
465,153,715,1,56.05,56.05
466,153,670,2,14.25,28.5
467,154,959,2,262.66,525.32
468,154,412,1,49.61,49.61
469,154,958,2,97.6,195.2
470,155,250,3,51.98,155.94
471,155,643,1,190.41,190.41
472,155,350,2,216.97,433.94
473,155,180,3,371.79,1115.37
474,156,135,3,193.71,581.13
475,156,377,1,39.33,39.33
476,156,634,2,424.98,849.96
477,156,243,3,383.44,1150.32
478,156,891,3,355.48,1066.44
479,157,753,1,155.39,155.39
480,157,708,1,37.58,37.58
481,158,587,3,322.32,966.96
482,158,64,2,68.56,137.12
483,158,343,3,230.94,692.82
484,158,344,3,145.21,435.63
485,159,371,1,446.83,446.83
486,159,45,2,334.19,668.38
487,159,39,3,209.47,628.41
488,159,747,3,100.75,302.25
489,160,957,3,373.32,1119.96
490,160,751,3,211.21,633.63
491,160,77,2,296.85,593.7
492,160,677,2,433.4,866.8
493,161,504,1,417.1,417.1
494,161,339,3,488.24,1464.72
495,161,343,1,316.05,316.05
496,162,602,1,27.21,27.21
497,162,518,1,359.1,359.1
498,163,732,1,392.28,392.28
499,163,260,2,333.2,666.4
500,163,841,2,26.56,53.12
501,163,832,1,383.37,383.37
502,164,622,3,289.71,869.13
503,164,720,3,104.23,312.69
504,164,372,1,476.83,476.83
505,164,976,3,461.95,1385.85
506,164,85,1,109.93,109.93
507,165,332,1,18.84,18.84
508,165,584,3,136.21,408.63
509,165,123,1,361.51,361.51
510,165,87,3,146.19,438.57
511,166,334,1,124.72,124.72
512,166,732,3,410.51,1231.53
513,166,146,2,134.08,268.16
514,166,97,3,456.8,1370.4
515,167,68,3,108.18,324.54
516,167,563,1,174.39,174.39
517,167,896,2,454.52,909.04
518,167,446,1,355.56,355.56
519,167,920,1,122.7,122.7
520,168,173,3,365.84,1097.52
521,169,906,1,27.39,27.39
522,169,215,2,102.28,204.56
523,170,810,1,105.56,105.56
524,170,400,1,219.99,219.99
525,170,468,1,161.06,161.06
526,170,320,3,401.01,1203.03
527,170,368,2,113.24,226.48
528,171,367,3,110.68,332.04
529,171,916,1,246.16,246.16
530,171,150,2,33.03,66.06
531,171,388,1,200.59,200.59
532,171,808,3,471.11,1413.33
533,172,138,1,498.04,498.04
534,173,31,3,217.24,651.72
535,174,747,2,453.07,906.14
536,174,196,1,467.15,467.15
537,174,254,2,150.78,301.56
538,175,642,2,241.04,482.08
539,176,558,1,58.22,58.22
540,176,302,2,216.58,433.16
541,177,395,3,271.06,813.18
542,178,497,3,422.05,1266.15
543,179,859,3,411.93,1235.79
544,179,779,1,284.2,284.2
545,179,461,2,469.36,938.72
546,179,936,3,69.51,208.53
547,180,154,2,15.74,31.48
548,181,69,3,269.99,809.97
549,181,984,3,279.5,838.5
550,181,444,3,24.76,74.28
551,181,171,2,97.26,194.52
552,182,102,1,421.05,421.05
553,182,39,3,268.78,806.34
554,182,473,3,353.12,1059.36
555,183,890,3,313.34,940.02
556,183,650,3,380.2,1140.6
557,183,877,3,248.89,746.67
558,184,840,2,144.79,289.58
559,184,622,2,399.84,799.68
560,184,35,3,15.55,46.65
561,184,834,2,198.91,397.82
562,184,655,2,271.04,542.08
563,185,3,3,176.9,530.7
564,185,407,1,321.24,321.24
565,186,500,1,83.24,83.24
566,187,718,1,260.32,260.32
567,187,177,3,128.5,385.5
568,187,981,1,212.14,212.14
569,187,431,2,403.99,807.98
570,187,693,2,167.33,334.66
571,188,245,3,234.68,704.04
572,188,607,1,76.35,76.35
573,189,619,2,270.18,540.36
574,189,779,1,330.0,330.0
575,189,302,1,305.08,305.08
576,189,124,3,415.18,1245.54
577,189,545,2,322.37,644.74
578,190,202,2,312.41,624.82
579,190,476,1,357.02,357.02
580,190,208,3,88.72,266.16
581,191,453,1,95.69,95.69
582,191,218,3,28.81,86.43
583,191,394,1,137.47,137.47
584,191,907,2,11.25,22.5
585,192,830,2,130.79,261.58
586,193,847,1,79.92,79.92
587,193,375,3,330.51,991.53
588,193,244,2,91.25,182.5
589,193,724,1,298.78,298.78
590,193,425,1,16.12,16.12
591,194,152,1,301.46,301.46
592,195,860,1,327.5,327.5
593,196,82,3,476.26,1428.78
594,196,268,2,324.29,648.58
595,196,410,3,206.57,619.71
596,196,139,3,479.19,1437.57
597,196,581,3,232.49,697.47
598,197,905,3,183.57,550.71
599,198,420,3,69.54,208.62
600,199,39,3,52.62,157.86
601,199,125,3,351.06,1053.18
602,199,304,3,23.59,70.77
603,199,76,2,47.39,94.78
604,199,238,2,18.31,36.62
605,200,738,3,117.74,353.22
606,200,203,1,50.77,50.77
607,201,726,2,202.73,405.46
608,201,502,1,202.74,202.74
609,201,21,2,238.65,477.3
610,202,382,3,425.22,1275.66
611,202,147,2,35.86,71.72
612,203,364,2,66.55,133.1
613,203,768,3,495.19,1485.57
614,203,910,1,499.54,499.54
615,203,475,2,223.47,446.94
616,204,65,2,98.64,197.28
617,204,883,1,237.5,237.5
618,204,335,1,451.77,451.77
619,204,49,2,443.82,887.64
620,205,530,1,364.01,364.01
621,206,491,3,201.44,604.32
622,207,480,3,429.74,1289.22
623,207,544,2,320.01,640.02
624,207,460,3,163.34,490.02
625,208,739,3,405.68,1217.04
626,208,551,2,49.27,98.54
627,209,110,2,243.5,487.0
628,210,527,3,339.67,1019.01
629,211,376,3,214.9,644.7
630,211,444,1,483.25,483.25
631,211,538,3,456.74,1370.22
632,212,608,3,266.66,799.98
633,212,23,1,299.9,299.9
634,212,649,1,241.22,241.22
635,213,298,1,151.24,151.24
636,213,627,1,154.03,154.03
637,214,836,3,360.39,1081.17
638,214,494,1,339.75,339.75
639,214,165,1,238.57,238.57
640,214,711,3,155.08,465.24
641,214,479,1,192.47,192.47
642,215,589,2,458.66,917.32
643,215,377,1,239.81,239.81
644,215,984,1,86.47,86.47
645,216,79,3,93.39,280.17
646,216,908,2,428.0,856.0
647,216,226,2,481.1,962.2
648,216,190,3,141.94,425.82
649,216,20,2,142.78,285.56
650,217,404,3,53.64,160.92
651,217,193,2,476.65,953.3
652,217,751,3,331.51,994.53
653,217,786,2,13.09,26.18
654,217,572,2,52.88,105.76
655,218,592,1,406.46,406.46
656,218,480,3,267.86,803.58
657,218,544,2,464.63,929.26
658,218,407,2,29.87,59.74
659,218,998,2,103.49,206.98
660,219,539,2,349.85,699.7
661,219,82,1,493.32,493.32
662,220,596,3,121.84,365.52
663,221,430,3,18.19,54.57
664,221,194,1,483.68,483.68
665,222,723,3,186.32,558.96
666,223,462,1,100.87,100.87
667,223,754,1,252.16,252.16
668,223,171,2,55.54,111.08
669,223,716,3,260.4,781.2
670,224,780,2,445.26,890.52
671,224,992,1,188.75,188.75
672,224,6,3,340.13,1020.39
673,225,558,1,413.2,413.2
674,225,842,1,149.85,149.85
675,225,368,3,90.79,272.37
676,226,167,1,484.3,484.3
677,226,672,1,60.51,60.51
678,226,106,3,423.26,1269.78
679,226,103,3,32.98,98.94
680,227,72,2,367.3,734.6
681,227,472,1,449.93,449.93
682,228,402,3,226.59,679.77
683,228,968,3,273.8,821.4
684,229,427,3,118.56,355.68
685,229,640,2,179.57,359.14
686,230,872,1,461.2,461.2
687,230,680,3,252.53,757.59
688,230,767,1,60.25,60.25
689,230,668,2,392.61,785.22
690,231,296,2,49.06,98.12
691,232,840,3,402.56,1207.68
692,232,437,1,241.87,241.87
693,232,226,3,142.59,427.77
694,233,808,1,340.39,340.39
695,233,933,1,363.65,363.65
696,234,267,3,88.16,264.48
697,234,514,1,139.89,139.89
698,235,548,3,239.99,719.97
699,235,567,1,424.2,424.2
700,235,64,2,301.5,603.0
701,236,85,1,258.66,258.66
702,237,245,3,221.0,663.0
703,237,984,2,168.18,336.36
704,238,639,2,331.13,662.26
705,238,216,1,388.72,388.72
706,238,927,1,141.98,141.98
707,238,139,1,392.79,392.79
708,238,228,2,212.89,425.78
709,239,905,2,53.33,106.66
710,239,191,2,100.29,200.58
711,239,282,3,157.96,473.88
712,239,949,1,145.37,145.37
713,240,305,3,447.69,1343.07
714,240,552,3,309.33,927.99
715,240,137,2,260.64,521.28
716,241,249,1,130.07,130.07
717,242,658,3,269.84,809.52
718,242,39,3,26.29,78.87
719,242,45,1,141.15,141.15
720,243,757,2,346.49,692.98
721,243,799,1,445.46,445.46
722,243,832,1,329.35,329.35
723,244,319,1,459.81,459.81
724,244,746,1,347.12,347.12
725,244,727,3,252.8,758.4
726,245,545,2,149.67,299.34
727,245,505,2,377.52,755.04
728,245,765,1,93.94,93.94
729,246,221,1,110.92,110.92
730,246,296,1,367.15,367.15
731,247,581,1,29.18,29.18
732,247,355,1,368.85,368.85
733,247,732,2,467.79,935.58
734,248,23,3,123.48,370.44
735,248,723,2,246.98,493.96
736,248,463,3,249.54,748.62
737,249,741,1,358.82,358.82
738,249,826,3,359.93,1079.79
739,249,347,2,72.63,145.26
740,249,823,1,246.19,246.19
741,249,233,3,343.31,1029.93
742,250,906,2,304.85,609.7
743,250,469,2,269.36,538.72
744,250,428,3,90.6,271.8
745,250,293,3,70.01,210.03
746,250,880,3,117.39,352.17
747,251,315,3,39.56,118.68
748,251,434,1,406.57,406.57
749,251,481,3,298.33,894.99
750,252,895,2,46.66,93.32
751,252,808,1,465.54,465.54
752,253,450,1,317.23,317.23
753,253,990,3,286.86,860.58
754,253,213,3,224.12,672.36
755,253,711,2,237.56,475.12
756,254,943,1,468.54,468.54
757,255,129,2,431.63,863.26
758,256,890,1,163.94,163.94
759,256,649,2,181.02,362.04
760,256,711,3,255.08,765.24
761,256,238,3,230.45,691.35
762,257,509,2,157.49,314.98
763,258,865,1,435.63,435.63
764,258,964,2,50.76,101.52
765,259,631,2,441.93,883.86
766,259,9,3,202.6,607.8
767,259,296,3,233.93,701.79
768,259,849,2,79.32,158.64
769,259,976,3,114.62,343.86
770,260,803,1,176.0,176.0
771,260,148,3,14.69,44.07
772,260,101,1,241.81,241.81
773,261,498,3,341.38,1024.14
774,262,467,1,301.64,301.64
775,262,512,1,280.04,280.04
776,262,655,1,155.91,155.91
777,263,597,2,209.18,418.36
778,263,332,1,483.87,483.87
779,264,89,1,355.54,355.54
780,264,325,2,484.99,969.98
781,265,284,2,422.83,845.66
782,266,105,3,269.61,808.83
783,266,782,1,293.42,293.42
784,267,281,3,381.05,1143.15
785,268,406,1,422.64,422.64
786,268,69,1,275.31,275.31
787,268,99,3,151.88,455.64
788,269,419,3,27.36,82.08
789,269,91,1,13.35,13.35
790,270,294,3,93.32,279.96
791,270,811,2,459.63,919.26
792,270,587,2,309.39,618.78
793,271,45,1,70.42,70.42
794,271,743,2,179.04,358.08
795,272,798,3,82.86,248.58
796,272,767,2,406.86,813.72
797,272,784,2,122.59,245.18
798,272,11,3,371.22,1113.66
799,273,389,3,52.13,156.39
800,273,875,2,432.11,864.22
801,274,581,1,408.74,408.74
802,274,90,2,407.99,815.98
803,274,21,3,123.64,370.92
804,274,332,3,478.04,1434.12
805,275,152,3,136.64,409.92
806,276,312,1,22.83,22.83
807,276,222,2,148.41,296.82
808,276,74,1,445.26,445.26
809,276,896,3,384.99,1154.97
810,277,291,1,341.75,341.75
811,277,629,3,115.33,345.99
812,277,564,1,145.84,145.84
813,277,99,3,394.6,1183.8
814,278,28,2,85.75,171.5
815,278,445,3,171.78,515.34
816,278,822,1,342.99,342.99
817,279,526,1,354.3,354.3
818,279,760,2,413.74,827.48
819,279,157,3,140.71,422.13
820,279,128,3,12.28,36.84
821,279,460,3,483.71,1451.13
822,280,754,2,254.0,508.0
823,280,963,3,155.53,466.59
824,280,701,3,450.77,1352.31
825,281,327,1,208.84,208.84
826,281,968,1,64.55,64.55
827,281,168,2,283.88,567.76
828,281,701,1,324.92,324.92
829,281,388,1,212.49,212.49
830,282,213,3,254.08,762.24
831,282,120,1,293.82,293.82
832,283,761,1,30.42,30.42
833,283,215,2,231.81,463.62
834,283,724,2,43.88,87.76
835,283,30,2,186.92,373.84
836,283,734,2,118.21,236.42
837,284,939,3,299.97,899.91
838,284,410,3,94.31,282.93
839,285,989,3,14.7,44.1
840,285,233,1,23.07,23.07
841,285,740,3,66.24,198.72
842,286,707,2,152.39,304.78
843,286,252,1,189.94,189.94
844,286,94,2,126.36,252.72
845,286,8,3,329.53,988.59
846,287,862,2,426.13,852.26
847,287,702,3,278.75,836.25
848,288,750,3,380.55,1141.65
849,288,292,3,76.96,230.88
850,289,624,1,262.28,262.28
851,289,847,2,249.69,499.38
852,289,96,2,475.55,951.1
853,290,721,2,440.42,880.84
854,291,517,1,71.21,71.21
855,292,247,1,133.75,133.75
856,292,511,3,61.49,184.47
857,293,502,2,146.85,293.7
858,293,71,2,339.97,679.94
859,294,543,2,346.71,693.42
860,294,487,1,287.15,287.15
861,294,437,1,120.04,120.04
862,294,922,2,60.91,121.82
863,295,199,3,159.06,477.18
864,295,613,1,474.98,474.98
865,295,234,3,321.95,965.85
866,295,905,2,434.53,869.06
