payment_id,order_id,payment_method,payment_status,payment_date,amount
118,118,bank_transfer,failed,2025-07-01,688.4
119,119,bank_transfer,success,2024-07-13,93.73
120,120,paypal,failed,2025-03-22,875.72
121,121,credit_card,success,2024-11-23,181.08
122,122,credit_card,success,2024-09-21,680.47
123,123,credit_card,success,2025-12-11,128.89
124,124,credit_card,success,2025-10-16,332.45
125,125,credit_card,success,2024-06-03,341.83
126,126,paypal,success,2024-05-04,851.89
127,127,paypal,failed,2025-05-28,891.64
128,128,credit_card,success,2025-12-04,31.48
129,129,credit_card,failed,2024-07-08,953.13
130,130,credit_card,failed,2025-09-17,919.98
131,131,credit_card,success,2026-01-16,941.42
132,132,credit_card,success,2025-06-02,333.76
133,133,paypal,success,2024-08-04,716.36
134,134,bank_transfer,success,2024-11-14,565.21
135,135,credit_card,success,2025-10-20,629.2
136,136,bank_transfer,success,2024-12-02,999.67
137,137,bank_transfer,failed,2024-04-08,316.24
138,138,paypal,failed,2025-04-07,997.33
139,139,credit_card,success,2024-11-18,197.16
140,140,paypal,success,2025-09-20,722.14
141,141,bank_transfer,success,2025-02-14,361.88
142,142,bank_transfer,success,2024-07-12,986.16
143,143,credit_card,failed,2024-11-18,628.84
144,144,credit_card,success,2025-01-05,459.06
145,145,bank_transfer,success,2024-07-19,790.39
146,146,paypal,success,2025-01-23,295.76
147,147,credit_card,success,2024-03-26,793.94
148,148,credit_card,success,2024-09-10,587.17
149,149,credit_card,success,2025-08-07,494.04
150,150,paypal,success,2025-10-25,280.63
151,151,credit_card,success,2024-12-17,388.88
152,152,credit_card,success,2025-12-28,18.52
153,153,bank_transfer,success,2025-01-10,44.46
154,154,bank_transfer,success,2024-12-10,830.48
155,155,credit_card,success,2024-11-20,592.71
156,156,credit_card,success,2025-07-27,435.46
157,157,paypal,success,2024-09-11,891.28
158,158,credit_card,success,2025-07-30,453.19
159,159,credit_card,success,2025-07-27,641.06
160,160,bank_transfer,success,2024-07-09,778.53
161,161,bank_transfer,success,2025-10-19,90.03
162,162,bank_transfer,success,2024-07-20,815.37
163,163,credit_card,success,2025-07-11,609.66
164,164,paypal,success,2025-04-26,996.0
165,165,paypal,success,2025-01-27,114.71
166,166,bank_transfer,success,2024-12-29,868.99
167,167,paypal,success,2024-11-29,886.87
168,168,credit_card,failed,2025-09-05,768.42
169,169,paypal,failed,2025-10-02,69.43
170,170,bank_transfer,success,2025-12-26,242.63
171,171,paypal,failed,2024-10-28,812.58
172,172,bank_transfer,success,2024-09-16,879.27
173,173,paypal,success,2024-09-19,132.36
174,174,paypal,success,2025-12-28,76.9
175,175,bank_transfer,success,2025-04-05,991.17
176,176,credit_card,success,2024-09-21,776.35
177,177,bank_transfer,success,2025-05-05,187.09
178,178,paypal,success,2025-06-27,592.41
179,179,paypal,success,2024-06-04,402.46
180,180,credit_card,success,2024-12-03,425.92
181,181,credit_card,success,2025-09-03,108.79
182,182,bank_transfer,failed,2024-06-06,360.89
183,183,bank_transfer,success,2026-01-19,94.95
184,184,bank_transfer,success,2024-04-24,787.04
185,185,paypal,success,2024-10-22,870.67
186,186,paypal,success,2024-05-12,575.0
187,187,paypal,success,2025-03-17,537.0
188,188,credit_card,success,2025-08-20,234.28
189,189,bank_transfer,success,2024-08-19,331.41
190,190,credit_card,success,2024-05-24,73.08
191,191,credit_card,success,2024-09-19,976.63
192,192,credit_card,success,2025-02-15,692.48
193,193,credit_card,success,2024-06-29,915.41
194,194,bank_transfer,failed,2024-08-31,218.52
195,195,bank_transfer,success,2024-10-17,185.61
196,196,credit_card,success,2024-03-12,700.51
197,197,paypal,success,2024-09-05,218.14
198,198,credit_card,success,2025-03-18,760.51
199,199,credit_card,success,2024-09-03,773.83
200,200,bank_transfer,success,2024-03-20,490.41
201,201,paypal,success,2025-08-24,213.28
202,202,credit_card,success,2025-09-04,458.39
203,203,paypal,failed,2026-01-29,401.85
204,204,credit_card,success,2024-02-11,459.53
205,205,bank_transfer,success,2025-07-26,951.94
206,206,credit_card,success,2024-06-17,95.88
207,207,credit_card,failed,2024-08-20,369.35
208,208,credit_card,success,2025-10-13,646.21
209,209,credit_card,success,2024-03-16,225.47
210,210,credit_card,success,2025-01-07,861.97
211,211,credit_card,success,2025-07-12,85.66
212,212,credit_card,success,2026-01-02,225.65
213,213,credit_card,success,2024-06-26,543.04
214,214,paypal,success,2025-03-27,338.94
215,215,paypal,success,2025-01-04,694.46
216,216,bank_transfer,success,2024-12-15,385.58
217,217,paypal,success,2025-04-28,313.24
218,218,paypal,success,2024-03-13,761.44
219,219,paypal,success,2024-11-30,511.72
220,220,credit_card,success,2025-09-09,269.21
221,221,bank_transfer,success,2025-09-21,435.14
222,222,credit_card,success,2024-07-17,162.35
223,223,paypal,success,2024-11-29,194.67
224,224,bank_transfer,success,2025-07-14,725.37
225,225,bank_transfer,success,2025-10-22,485.13
226,226,paypal,success,2024-09-19,109.45
227,227,credit_card,success,2025-12-03,372.25
228,228,paypal,success,2025-01-05,117.29
229,229,paypal,success,2024-09-22,552.94
230,230,paypal,success,2025-01-06,171.77
231,231,bank_transfer,success,2025-02-12,817.87
232,232,credit_card,success,2024-02-25,504.56
233,233,credit_card,success,2024-09-16,853.95
234,234,paypal,success,2024-08-01,478.99
235,235,credit_card,success,2025-09-10,856.71
236,236,paypal,success,2024-03-30,238.8
237,237,bank_transfer,success,2024-03-18,675.16
238,238,paypal,success,2024-03-19,892.3
239,239,credit_card,success,2024-08-23,196.88
240,240,bank_transfer,success,2024-10-27,69.32
241,241,credit_card,success,2024-05-23,811.35
242,242,credit_card,success,2024-11-26,419.35
243,243,paypal,success,2026-01-26,98.74
244,244,credit_card,success,2024-09-07,267.68
245,245,credit_card,success,2025-12-21,705.9
246,246,credit_card,success,2025-09-13,68.91
247,247,paypal,success,2026-01-02,862.7
248,248,paypal,success,2025-06-24,709.36
249,249,bank_transfer,success,2025-06-23,105.24
250,250,credit_card,failed,2025-10-15,55.05
251,251,credit_card,failed,2025-05-27,627.22
252,252,credit_card,success,2025-12-21,748.13
253,253,credit_card,success,2025-11-10,36.89
254,254,credit_card,success,2024-11-13,716.03
255,255,paypal,success,2025-02-21,539.0
256,256,credit_card,success,2024-11-22,625.21
257,257,credit_card,success,2025-09-30,967.4
258,258,credit_card,failed,2024-02-08,405.72
259,259,bank_transfer,success,2025-04-02,265.72
260,260,paypal,success,2025-01-14,624.77
261,261,paypal,success,2025-12-30,770.64
262,262,paypal,success,2025-11-19,478.02
263,263,credit_card,success,2024-02-04,226.9
264,264,credit_card,success,2025-02-14,140.91
265,265,bank_transfer,success,2024-08-13,288.37
266,266,bank_transfer,failed,2025-07-02,744.33
267,267,paypal,success,2025-09-08,904.97
268,268,paypal,success,2025-12-16,386.47
269,269,bank_transfer,success,2024-09-18,400.3
270,270,paypal,success,2025-04-06,378.04
271,271,bank_transfer,success,2025-01-10,656.71
272,272,credit_card,success,2025-12-07,449.64
273,273,bank_transfer,success,2024-12-31,366.41
274,274,paypal,success,2025-09-25,402.77
275,275,credit_card,success,2025-03-29,520.86
276,276,credit_card,success,2025-09-07,807.01
277,277,paypal,success,2025-07-23,940.09
278,278,paypal,success,2024-10-12,87.79
279,279,bank_transfer,success,2025-07-27,471.7
280,280,paypal,success,2024-03-29,996.66
281,281,paypal,success,2026-01-31,17.24
282,282,bank_transfer,success,2025-11-13,960.25
283,283,paypal,success,2025-04-12,140.57
284,284,paypal,success,2025-08-21,999.98
285,285,credit_card,success,2024-11-08,644.82
286,286,paypal,success,2025-04-18,461.12
287,287,credit_card,success,2024-11-12,693.11
288,288,credit_card,success,2025-08-21,603.96
289,289,paypal,success,2024-11-26,337.01
290,290,paypal,success,2024-07-26,658.5
291,291,paypal,success,2025-03-06,694.58
292,292,paypal,success,2024-07-08,916.2
293,293,bank_transfer,success,2026-01-24,794.86
294,294,bank_transfer,success,2025-09-01,49.5
295,295,paypal,success,2024-09-19,635.81
296,296,bank_transfer,success,2025-07-21,697.04
297,297,paypal,success,2024-09-15,119.14
298,298,credit_card,success,2025-04-03,192.89
299,299,paypal,failed,2025-12-01,660.41
300,300,bank_transfer,success,2024-10-13,413.27
301,301,bank_transfer,success,2024-12-25,708.79
302,302,credit_card,success,2024-07-30,544.67
303,303,credit_card,success,2025-11-20,450.57
304,304,paypal,success,2025-02-01,497.09
305,305,bank_transfer,success,2024-02-12,296.83
306,306,paypal,success,2024-02-17,644.81
307,307,bank_transfer,success,2025-10-30,300.18
308,308,credit_card,success,2024-06-17,237.64
309,309,credit_card,success,2025-08-29,738.31
310,310,bank_transfer,failed,2025-09-15,437.65
311,311,paypal,failed,2024-03-15,748.45
312,312,bank_transfer,success,2025-02-10,348.06
313,313,bank_transfer,success,2025-10-10,300.23
314,314,bank_transfer,success,2024-02-21,945.87
315,315,credit_card,success,2024-10-16,176.54
316,316,credit_card,success,2025-06-11,380.79
317,317,paypal,success,2025-11-05,430.02
318,318,credit_card,success,2026-01-18,299.01
319,319,bank_transfer,success,2024-08-12,31.38
320,320,paypal,success,2024-07-28,249.33
321,321,bank_transfer,success,2024-07-02,692.25
322,322,credit_card,failed,2025-09-11,701.92
323,323,bank_transfer,success,2025-02-07,593.34
324,324,credit_card,success,2026-01-13,187.27
325,325,paypal,success,2025-12-27,100.25
326,326,bank_transfer,success,2024-06-15,625.95
327,327,paypal,success,2024-05-30,734.68
328,328,paypal,success,2025-05-24,432.98
329,329,credit_card,success,2025-06-26,170.64
330,330,credit_card,failed,2025-04-29,548.18
331,331,paypal,success,2025-03-07,91.2
332,332,bank_transfer,success,2025-05-28,187.18
333,333,credit_card,success,2025-08-02,33.84
334,334,bank_transfer,success,2024-11-09,414.97
335,335,paypal,success,2025-02-09,117.14
336,336,credit_card,success,2024-06-07,556.96
337,337,paypal,success,2025-11-22,464.19
338,338,paypal,success,2024-09-13,418.69
339,339,paypal,success,2025-08-22,55.35
340,340,bank_transfer,success,2025-03-18,695.23
341,341,credit_card,success,2025-07-26,76.41
342,342,paypal,success,2024-03-04,792.94
343,343,bank_transfer,success,2024-08-08,255.81
344,344,paypal,failed,2024-11-23,112.62
345,345,bank_transfer,success,2024-12-26,626.25
346,346,bank_transfer,success,2024-08-24,580.24
347,347,credit_card,success,2024-12-23,653.18
348,348,paypal,success,2025-08-07,745.84
349,349,bank_transfer,success,2025-12-12,538.21
350,350,credit_card,success,2026-02-01,813.22
351,351,credit_card,success,2024-03-25,101.84
352,352,bank_transfer,success,2024-02-24,681.61
353,353,credit_card,success,2025-08-22,709.54
354,354,credit_card,success,2024-03-28,718.54
355,355,credit_card,success,2025-07-12,267.38
356,356,credit_card,success,2024-06-28,510.99
357,357,paypal,success,2024-10-26,512.85
358,358,paypal,failed,2025-09-06,844.96
359,359,credit_card,success,2025-07-10,823.96
360,360,paypal,success,2025-03-21,449.55
361,361,credit_card,success,2024-03-03,87.11
362,362,paypal,success,2025-12-14,747.63
363,363,bank_transfer,success,2024-09-16,841.83
364,364,credit_card,success,2025-10-15,324.9
365,365,bank_transfer,success,2024-03-16,950.86
366,366,bank_transfer,success,2024-06-28,610.83
367,367,credit_card,success,2024-06-30,22.07
368,368,paypal,failed,2024-03-06,725.41
369,369,bank_transfer,success,2026-01-11,213.53
370,370,paypal,success,2024-02-22,363.12
371,371,credit_card,failed,2025-11-09,20.92
372,372,bank_transfer,success,2024-06-08,917.52
373,373,bank_transfer,success,2025-02-11,31.23
374,374,bank_transfer,success,2026-02-02,907.98
375,375,paypal,success,2024-03-07,400.66
376,376,paypal,success,2024-09-15,761.71
377,377,bank_transfer,success,2025-07-04,44.29
378,378,credit_card,success,2024-02-28,589.05
379,379,paypal,success,2024-12-28,30.35
380,380,credit_card,success,2025-07-06,920.63
381,381,bank_transfer,success,2025-05-15,525.74
382,382,credit_card,success,2025-01-17,77.11
383,383,credit_card,success,2024-12-25,621.5
384,384,paypal,success,2025-05-20,713.27
385,385,paypal,success,2025-08-23,176.15
386,386,paypal,success,2024-03-24,578.57
387,387,bank_transfer,success,2025-01-08,781.17
388,388,paypal,success,2025-02-12,364.66
389,389,paypal,success,2025-10-28,210.16
390,390,paypal,success,2025-04-14,330.98
391,391,credit_card,failed,2026-01-06,477.15
392,392,credit_card,failed,2026-01-26,299.21
393,393,credit_card,success,2024-06-17,155.33
394,394,bank_transfer,success,2024-03-01,70.29
395,395,bank_transfer,success,2024-04-18,619.19
396,396,credit_card,success,2025-03-13,290.99
397,397,bank_transfer,success,2025-06-14,27.7
398,398,bank_transfer,success,2025-07-03,843.65
399,399,credit_card,success,2024-03-05,848.88
400,400,credit_card,success,2025-04-23,720.86
401,401,credit_card,success,2024-08-01,481.17
402,402,paypal,success,2025-01-26,253.49
403,403,paypal,success,2025-02-26,393.02
404,404,bank_transfer,success,2025-07-09,483.55
405,405,credit_card,success,2024-03-08,429.42
406,406,credit_card,success,2024-12-03,141.98
407,407,paypal,failed,2025-07-08,674.34
408,408,credit_card,failed,2025-08-03,606.99
409,409,bank_transfer,failed,2024-03-15,472.45
410,410,paypal,success,2024-04-07,315.53
411,411,paypal,success,2024-03-16,515.8
412,412,bank_transfer,success,2024-02-13,612.68
413,413,bank_transfer,success,2024-02-25,126.45
414,414,paypal,success,2024-08-26,786.64
415,415,bank_transfer,failed,2024-10-31,542.14
416,416,paypal,success,2025-05-12,61.47
417,417,credit_card,success,2024-06-02,818.61
418,418,paypal,success,2024-06-26,417.51
419,419,credit_card,success,2025-07-31,284.3
420,420,paypal,failed,2025-12-20,504.45
421,421,paypal,failed,2025-06-06,979.75
422,422,paypal,success,2025-02-14,231.53
423,423,credit_card,success,2025-04-25,477.2
424,424,credit_card,success,2024-11-26,705.61
425,425,credit_card,success,2025-09-10,961.97
426,426,bank_transfer,success,2025-01-09,567.66
427,427,credit_card,failed,2024-09-10,380.68
428,428,credit_card,failed,2025-01-10,707.13
429,429,bank_transfer,success,2024-03-30,353.48
430,430,paypal,success,2025-07-08,763.8
431,431,bank_transfer,failed,2024-11-01,885.24
432,432,paypal,success,2025-03-15,816.98
433,433,bank_transfer,success,2024-08-29,819.3
434,434,paypal,success,2024-12-31,306.84
435,435,bank_transfer,success,2024-04-12,735.76
436,436,bank_transfer,success,2024-07-06,71.67
437,437,paypal,success,2024-02-11,823.77
438,438,credit_card,success,2024-04-29,357.85
439,439,paypal,success,2025-04-16,53.41
440,440,credit_card,success,2024-03-03,851.46
441,441,credit_card,success,2024-05-27,541.38
442,442,paypal,success,2024-02-29,281.09
443,443,credit_card,success,2024-04-29,335.02
444,444,paypal,success,2025-10-12,333.03
445,445,credit_card,success,2025-08-03,985.34
446,446,credit_card,failed,2024-09-30,656.04
447,447,credit_card,success,2024-03-20,215.51
448,448,paypal,success,2024-09-18,923.94
449,449,credit_card,failed,2024-04-27,995.93
450,450,credit_card,failed,2025-06-09,307.73
451,451,bank_transfer,success,2024-04-06,811.81
452,452,credit_card,success,2026-01-18,331.86
453,453,bank_transfer,success,2024-11-10,759.71
454,454,paypal,failed,2024-12-19,636.64
455,455,bank_transfer,success,2025-10-20,843.2
456,456,paypal,success,2024-06-28,384.24
457,457,credit_card,success,2024-06-25,426.58
458,458,credit_card,success,2024-06-30,856.85
459,459,paypal,failed,2025-12-20,198.81
460,460,paypal,success,2024-05-24,998.59
461,461,paypal,success,2025-02-03,167.32
462,462,bank_transfer,success,2024-08-08,245.15
463,463,paypal,success,2025-04-03,244.27
464,464,credit_card,success,2025-07-06,292.4
465,465,paypal,failed,2024-03-09,449.87
466,466,credit_card,success,2024-05-17,713.78
467,467,paypal,success,2025-04-25,743.95
468,468,paypal,success,2024-08-09,481.28
469,469,paypal,success,2025-01-13,174.72
470,470,paypal,success,2026-01-30,953.97
471,471,credit_card,success,2025-08-27,454.92
472,472,paypal,success,2025-11-25,90.02
473,473,credit_card,success,2025-09-19,816.07
474,474,bank_transfer,success,2024-06-06,824.17
475,475,bank_transfer,success,2025-04-14,837.2
476,476,credit_card,success,2025-07-20,153.3
477,477,paypal,success,2024-10-27,633.29
478,478,credit_card,success,2024-08-26,348.92
479,479,paypal,success,2025-11-17,886.81
480,480,bank_transfer,success,2024-03-27,867.65
481,481,credit_card,success,2025-10-21,144.68
482,482,credit_card,success,2024-05-18,362.97
483,483,bank_transfer,success,2025-04-24,584.86
484,484,paypal,success,2025-05-20,557.18
485,485,paypal,success,2024-05-30,948.27
486,486,credit_card,success,2024-03-01,880.35
487,487,credit_card,success,2025-01-12,338.14
488,488,credit_card,success,2025-05-12,417.91
489,489,bank_transfer,success,2025-11-01,91.04
490,490,credit_card,success,2024-09-07,752.85
491,491,paypal,success,2025-12-01,267.87
492,492,credit_card,success,2024-03-29,531.06
493,493,bank_transfer,success,2025-12-27,896.75
494,494,bank_transfer,success,2025-02-28,723.33
495,495,bank_transfer,success,2024-06-09,199.57
496,496,paypal,success,2026-01-22,947.06
497,497,credit_card,success,2025-01-16,988.26
498,498,bank_transfer,success,2024-11-12,977.22
499,499,paypal,success,2024-02-20,902.96
500,500,paypal,success,2025-05-05,146.17
501,501,paypal,success,2025-08-09,485.1
502,502,bank_transfer,success,2025-06-17,421.42
503,503,credit_card,success,2024-05-15,24.5
504,504,paypal,success,2024-05-06,701.55
505,505,bank_transfer,success,2024-07-18,22.94
506,506,paypal,success,2025-03-17,906.6
507,507,credit_card,success,2025-01-16,824.96
508,508,credit_card,success,2025-04-17,593.57
509,509,credit_card,success,2024-05-26,326.17
510,510,paypal,success,2025-12-05,194.08
511,511,paypal,failed,2025-10-25,917.75
512,512,paypal,success,2025-01-22,184.52
513,513,credit_card,success,2024-02-12,774.27
514,514,paypal,success,2025-02-05,189.84
515,515,paypal,failed,2024-03-06,830.26
516,516,paypal,success,2025-09-23,346.62
517,517,bank_transfer,success,2025-12-13,746.81
518,518,credit_card,success,2025-04-11,564.54
519,519,paypal,failed,2024-04-04,905.75
520,520,bank_transfer,success,2025-05-19,925.39
521,521,paypal,success,2025-01-12,703.04
522,522,bank_transfer,success,2024-05-20,733.43
523,523,bank_transfer,success,2025-10-25,367.71
524,524,bank_transfer,success,2025-12-27,855.78
525,525,paypal,failed,2025-12-28,645.33
526,526,bank_transfer,success,2025-10-31,35.81
527,527,paypal,success,2025-02-09,996.88
528,528,paypal,success,2024-02-16,275.59
529,529,credit_card,success,2024-08-07,110.69
530,530,paypal,success,2024-08-12,389.53
531,531,credit_card,success,2025-04-12,687.96
532,532,paypal,success,2025-02-02,632.89
533,533,bank_transfer,success,2025-05-11,661.15
534,534,credit_card,failed,2024-10-27,890.88
535,535,credit_card,success,2025-05-11,161.58
536,536,credit_card,success,2025-10-02,942.84
537,537,bank_transfer,success,2025-03-02,575.56
538,538,bank_transfer,success,2024-04-17,701.6
539,539,credit_card,success,2025-01-23,381.38
540,540,paypal,success,2025-06-04,525.28
541,541,paypal,success,2025-08-08,980.26
542,542,credit_card,success,2025-05-01,939.18
543,543,paypal,success,2025-10-06,522.98
544,544,bank_transfer,success,2024-06-11,807.71
545,545,credit_card,success,2025-02-02,695.11
546,546,bank_transfer,failed,2024-10-13,736.66
547,547,paypal,success,2025-07-08,21.41
548,548,paypal,success,2024-03-29,709.54
549,549,bank_transfer,success,2025-10-24,296.96
550,550,credit_card,success,2025-01-11,113.82
551,551,bank_transfer,success,2024-02-03,836.71
552,552,paypal,success,2024-10-19,72.88
553,553,paypal,success,2026-01-02,323.72
554,554,bank_transfer,success,2024-12-01,856.46
555,555,paypal,success,2024-10-26,685.32
556,556,bank_transfer,success,2024-07-03,218.14
557,557,bank_transfer,success,2024-02-25,455.27
558,558,paypal,success,2025-02-05,764.95
559,559,paypal,success,2024-11-15,34.54
560,560,credit_card,failed,2025-01-21,17.47
561,561,bank_transfer,success,2025-12-03,72.81
562,562,paypal,failed,2025-04-21,280.93
563,563,bank_transfer,success,2025-08-07,520.46
564,564,paypal,success,2025-10-29,141.73
565,565,paypal,success,2024-02-09,479.27
566,566,credit_card,success,2024-08-02,258.4
567,567,bank_transfer,success,2024-03-31,651.47
568,568,paypal,failed,2026-01-06,922.04
569,569,bank_transfer,success,2024-10-19,76.23
570,570,credit_card,success,2026-01-11,492.08
571,571,bank_transfer,success,2024-02-12,222.16
572,572,paypal,success,2024-06-08,537.08
573,573,credit_card,success,2025-07-26,279.14
574,574,paypal,success,2025-06-06,676.88
575,575,paypal,failed,2024-08-30,438.29
576,576,credit_card,success,2024-09-17,47.03
577,577,bank_transfer,success,2026-01-29,984.42
578,578,bank_transfer,success,2025-10-13,346.16
579,579,credit_card,success,2026-01-05,49.14
580,580,bank_transfer,failed,2025-01-15,816.08
581,581,paypal,success,2025-06-21,429.14
582,582,credit_card,success,2024-02-26,540.31
583,583,credit_card,success,2025-04-18,578.42
584,584,credit_card,success,2025-04-26,761.73
585,585,credit_card,success,2024-02-28,699.08
586,586,paypal,success,2025-02-08,327.45
587,587,bank_transfer,success,2025-06-25,656.04
588,588,credit_card,success,2025-04-28,634.37
589,589,paypal,success,2025-08-19,554.98
590,590,bank_transfer,success,2025-03-01,771.99
591,591,paypal,success,2024-10-23,265.85
592,592,paypal,success,2024-11-23,521.41
593,593,bank_transfer,success,2024-09-17,305.43
594,594,bank_transfer,success,2024-11-01,561.99
595,595,credit_card,success,2024-10-03,807.92
596,596,credit_card,success,2025-01-31,78.64
597,597,paypal,success,2024-06-23,623.61
598,598,bank_transfer,success,2025-12-16,304.22
599,599,paypal,success,2024-05-06,433.07
600,600,credit_card,success,2024-04-17,418.18
601,601,credit_card,success,2024-03-12,776.12
602,602,paypal,success,2025-05-19,792.15
603,603,bank_transfer,success,2024-04-21,258.57
604,604,credit_card,success,2025-07-20,659.82
605,605,credit_card,success,2024-03-05,396.09
606,606,credit_card,success,2024-09-04,998.19
607,607,paypal,success,2025-11-15,317.71
608,608,credit_card,success,2024-05-23,645.04
609,609,credit_card,success,2025-02-20,396.86
610,610,paypal,failed,2026-01-02,173.28
611,611,credit_card,success,2025-05-24,462.07
612,612,bank_transfer,success,2025-03-28,35.31
613,613,credit_card,success,2025-01-15,876.69
614,614,credit_card,success,2025-11-15,986.02
615,615,credit_card,success,2025-10-29,59.27
616,616,bank_transfer,success,2025-07-19,27.8
617,617,credit_card,success,2025-11-07,884.08
618,618,credit_card,success,2025-07-12,735.49
619,619,paypal,success,2024-09-30,513.84
620,620,credit_card,success,2026-01-22,791.49
621,621,bank_transfer,success,2026-01-01,161.01
622,622,bank_transfer,success,2024-12-01,776.99
623,623,paypal,success,2024-11-26,233.02
624,624,paypal,failed,2025-02-03,162.36
