order_id,customer_id,order_date,order_status,currency
89,1544,2024-10-24,completed,EUR
90,3892,2024-02-14,completed,EUR
91,725,2025-03-13,completed,EUR
92,8737,2024-04-16,completed,EUR
93,5561,2024-05-14,completed,EUR
94,6191,2026-01-23,completed,EUR
95,493,2025-04-23,completed,EUR
96,1861,2024-02-19,completed,EUR
97,5135,2024-06-29,completed,EUR
98,1829,2025-12-19,completed,EUR
99,572,2024-06-24,completed,EUR
100,8279,2024-04-25,completed,EUR
101,2292,2025-02-19,completed,EUR
102,3468,2024-03-09,completed,EUR
103,5301,2025-03-03,completed,EUR
104,8373,2024-12-07,completed,EUR
105,5143,2025-02-28,completed,EUR
106,9643,2024-12-30,completed,EUR
107,990,2025-02-07,completed,EUR
108,7926,2024-08-12,completed,EUR
109,6637,2024-09-06,completed,EUR
110,3295,2025-07-01,completed,EUR
111,6673,2025-02-21,completed,EUR
112,6478,2025-04-08,completed,EUR
113,201,2025-06-24,completed,EUR
114,5104,2025-12-22,completed,EUR
115,7257,2025-01-08,completed,EUR
116,4442,2025-03-13,completed,EUR
117,9721,2024-05-25,completed,EUR
118,476,2025-08-29,completed,EUR
119,4967,2024-10-24,completed,EUR
120,7912,2024-08-16,completed,EUR
121,7608,2024-11-18,cancelled,EUR
122,5125,2024-11-18,completed,EUR
123,6137,2024-02-28,completed,EUR
124,9105,2025-05-25,completed,EUR
125,4387,2024-04-08,completed,EUR
126,6774,2025-08-04,cancelled,EUR
127,7387,2024-08-05,completed,EUR
128,9472,2025-07-06,completed,EUR
129,248,2024-04-13,completed,EUR
130,8855,2024-12-07,completed,EUR
131,8966,2025-01-03,completed,EUR
132,4224,2024-04-02,completed,EUR
133,6869,2025-05-16,completed,EUR
134,3834,2024-12-12,completed,EUR
135,2169,2024-10-05,completed,EUR
136,663,2024-07-22,completed,EUR
137,9764,2024-07-13,completed,EUR
138,6501,2024-03-06,cancelled,EUR
139,8746,2025-04-03,completed,EUR
140,8126,2025-12-25,completed,EUR
141,2937,2025-02-17,completed,EUR
142,2760,2024-08-28,completed,EUR
143,6583,2025-09-13,completed,EUR
144,7446,2025-06-14,completed,EUR
145,6179,2024-09-08,completed,EUR
146,4142,2024-02-07,completed,EUR
147,959,2025-05-19,completed,EUR
148,7090,2025-11-21,completed,EUR
149,6752,2024-07-05,cancelled,EUR
150,8950,2025-03-25,completed,EUR
151,4377,2024-06-02,completed,EUR
152,7256,2024-03-27,completed,EUR
153,9134,2024-06-22,completed,EUR
154,7257,2024-07-16,completed,EUR
155,3138,2024-07-14,completed,EUR
156,7587,2024-03-19,completed,EUR
157,9436,2024-04-24,completed,EUR
158,8972,2024-12-05,completed,EUR
159,8156,2025-10-10,completed,EUR
160,4822,2024-12-21,completed,EUR
161,2234,2024-08-03,completed,EUR
162,597,2025-09-14,completed,EUR
163,2515,2025-12-05,completed,EUR
164,5050,2024-05-20,completed,EUR
165,8692,2024-04-06,completed,EUR
166,6058,2024-08-22,completed,EUR
167,3310,2024-12-15,cancelled,EUR
168,9141,2024-12-19,completed,EUR
169,1616,2024-06-22,completed,EUR
170,6114,2025-06-18,cancelled,EUR
171,3259,2024-07-26,completed,EUR
172,1079,2025-01-19,refunded,EUR
173,7517,2025-06-12,completed,EUR
174,2764,2025-12-06,completed,EUR
175,1868,2024-10-22,completed,EUR
176,3389,2025-12-16,completed,EUR
177,4603,2024-03-09,completed,EUR
178,4024,2024-10-06,completed,EUR
179,2437,2024-05-05,completed,EUR
180,5762,2024-11-20,completed,EUR
181,8613,2024-12-30,completed,EUR
182,4574,2024-04-29,cancelled,EUR
183,9259,2025-12-01,completed,EUR
184,5999,2025-04-12,completed,EUR
185,7795,2024-03-25,completed,EUR
186,7282,2025-11-28,completed,EUR
187,951,2024-10-10,completed,EUR
188,9405,2026-01-29,completed,EUR
189,4773,2025-08-11,cancelled,EUR
190,9492,2025-07-16,completed,EUR
191,8237,2025-06-28,cancelled,EUR
192,76,2025-04-02,completed,EUR
193,4988,2024-09-03,completed,EUR
194,3319,2024-04-24,completed,EUR
195,3545,2024-10-17,completed,EUR
196,4980,2024-06-27,completed,EUR
197,7111,2025-04-04,cancelled,EUR
198,4088,2025-11-04,completed,EUR
199,3084,2025-01-19,completed,EUR
200,9345,2025-03-07,refunded,EUR
201,6393,2025-04-17,cancelled,EUR
202,5785,2024-08-05,completed,EUR
203,9345,2025-10-16,completed,EUR
204,8054,2026-01-23,completed,EUR
205,6862,2024-08-20,completed,EUR
206,2229,2024-07-18,completed,EUR
207,9064,2025-08-31,completed,EUR
208,4132,2024-03-22,completed,EUR
209,8754,2024-09-09,completed,EUR
210,2366,2024-11-13,cancelled,EUR
211,2174,2025-10-12,completed,EUR
212,8444,2025-11-22,completed,EUR
213,1721,2024-11-18,completed,EUR
214,3401,2025-10-29,completed,EUR
215,8204,2025-11-19,completed,EUR
216,371,2024-02-08,completed,EUR
217,8146,2024-02-19,completed,EUR
218,4619,2024-03-02,completed,EUR
219,952,2024-05-06,completed,EUR
220,2754,2024-05-07,completed,EUR
221,6497,2024-08-21,completed,EUR
222,9631,2024-06-01,completed,EUR
223,706,2024-12-15,completed,EUR
224,8167,2025-03-22,completed,EUR
225,8464,2025-08-15,cancelled,EUR
226,1478,2025-06-29,cancelled,EUR
227,5280,2025-10-12,completed,EUR
228,5867,2024-08-06,refunded,EUR
229,5798,2025-12-24,completed,EUR
230,9881,2024-03-07,completed,EUR
231,5011,2025-01-13,completed,EUR
232,2764,2025-06-22,completed,EUR
233,6140,2024-05-21,completed,EUR
234,1083,2025-11-09,cancelled,EUR
235,2772,2025-01-16,completed,EUR
236,164,2025-04-05,refunded,EUR
237,5290,2024-06-13,completed,EUR
238,4281,2024-09-01,completed,EUR
239,5803,2024-03-16,completed,EUR
240,8004,2024-03-16,completed,EUR
241,6245,2025-11-25,cancelled,EUR
242,2329,2025-03-29,completed,EUR
243,2723,2025-09-07,refunded,EUR
244,178,2026-01-10,completed,EUR
245,6067,2024-10-25,completed,EUR
246,2038,2025-10-16,completed,EUR
247,9145,2025-04-16,completed,EUR
248,4997,2024-03-19,completed,EUR
249,6263,2024-11-12,completed,EUR
250,3176,2025-04-21,completed,EUR
251,4898,2025-06-07,refunded,EUR
252,6321,2025-09-14,completed,EUR
253,7813,2025-11-30,cancelled,EUR
254,9065,2025-01-27,completed,EUR
255,1972,2025-10-14,completed,EUR
256,7723,2025-06-29,completed,EUR
257,4401,2025-08-23,cancelled,EUR
258,5965,2025-05-26,completed,EUR
259,5213,2025-10-23,completed,EUR
260,8595,2024-11-23,completed,EUR
261,56,2024-04-27,completed,EUR
262,5813,2024-08-29,completed,EUR
263,430,2025-12-31,completed,EUR
264,9321,2025-08-23,completed,EUR
265,9939,2025-10-20,cancelled,EUR
266,6485,2024-12-07,completed,EUR
267,2410,2024-02-23,completed,EUR
268,5844,2024-05-07,completed,EUR
269,1446,2025-02-17,cancelled,EUR
270,4322,2024-08-02,completed,EUR
271,2549,2024-07-28,completed,EUR
272,9889,2024-11-11,completed,EUR
273,8649,2025-11-21,completed,EUR
274,5596,2024-04-13,completed,EUR
275,1996,2025-05-09,completed,EUR
276,342,2025-02-03,cancelled,EUR
277,8916,2025-04-29,completed,EUR
278,3412,2024-07-28,completed,EUR
279,50,2025-02-09,completed,EUR
280,3879,2025-04-24,completed,EUR
281,5658,2025-09-08,completed,EUR
282,5863,2025-11-21,completed,EUR
283,3300,2025-10-23,completed,EUR
284,4792,2024-03-23,refunded,EUR
285,1709,2024-06-17,completed,EUR
286,3391,2024-08-24,completed,EUR
287,866,2026-01-02,completed,EUR
288,7050,2024-10-20,cancelled,EUR
289,9804,2025-04-16,completed,EUR
290,1200,2025-03-26,completed,EUR
291,6988,2025-11-02,completed,EUR
292,7466,2025-06-27,cancelled,EUR
293,1929,2025-11-07,completed,EUR
294,4026,2024-09-16,cancelled,EUR
295,6370,2026-01-24,completed,EUR
296,9462,2025-12-28,refunded,EUR
297,2220,2024-10-14,completed,EUR
298,6713,2024-03-31,cancelled,EUR
299,424,2025-12-28,completed,EUR
300,7002,2025-10-01,completed,EUR
301,5900,2025-11-13,completed,EUR
302,2044,2025-03-13,completed,EUR
303,57,2025-06-30,completed,EUR
304,7316,2025-06-11,completed,EUR
305,2774,2025-11-21,cancelled,EUR
306,4590,2025-11-12,completed,EUR
307,4128,2025-09-12,completed,EUR
308,6669,2024-03-22,refunded,EUR
309,6957,2024-11-23,refunded,EUR
310,3718,2025-12-10,completed,EUR
311,4142,2025-06-01,completed,EUR
312,6415,2025-01-19,completed,EUR
313,1360,2024-12-08,completed,EUR
314,7038,2024-04-08,completed,EUR
315,3314,2024-07-29,completed,EUR
316,8492,2025-07-10,completed,EUR
317,8857,2025-01-05,completed,EUR
318,4652,2024-03-29,completed,EUR
319,4127,2024-12-13,cancelled,EUR
320,3163,2025-10-06,completed,EUR
321,4721,2025-03-29,completed,EUR
322,3584,2025-01-28,completed,EUR
323,9664,2025-10-19,completed,EUR
324,4300,2025-10-15,completed,EUR
325,7641,2025-08-26,refunded,EUR
326,3480,2025-05-03,completed,EUR
327,5452,2025-12-30,completed,EUR
328,9895,2025-08-04,completed,EUR
329,7487,2024-08-17,completed,EUR
330,4479,2024-03-10,completed,EUR
331,9692,2024-04-14,completed,EUR
332,1848,2025-06-24,completed,EUR
333,265,2025-06-10,cancelled,EUR
334,8970,2024-08-27,completed,EUR
335,2013,2024-03-11,completed,EUR
336,119,2024-02-23,completed,EUR
337,1141,2025-07-09,completed,EUR
338,5213,2024-12-04,completed,EUR
339,5783,2024-10-22,completed,EUR
340,692,2024-07-09,refunded,EUR
341,7795,2024-08-03,completed,EUR
342,5761,2024-04-22,completed,EUR
343,1430,2024-02-26,completed,EUR
344,3877,2025-06-11,completed,EUR
345,6329,2025-07-27,completed,EUR
346,7738,2025-04-19,completed,EUR
347,8141,2024-09-06,completed,EUR
348,2719,2025-04-04,completed,EUR
349,6781,2024-09-13,completed,EUR
350,9035,2024-09-11,completed,EUR
351,4254,2024-09-29,completed,EUR
352,7502,2025-11-07,cancelled,EUR
353,6868,2025-04-22,completed,EUR
354,3799,2026-01-10,completed,EUR
355,7942,2025-07-01,completed,EUR
356,1666,2024-10-16,cancelled,EUR
357,1076,2025-09-06,completed,EUR
358,3133,2025-10-18,completed,EUR
359,1389,2024-04-25,completed,EUR
360,7411,2025-07-05,completed,EUR
361,4761,2024-10-07,refunded,EUR
362,3621,2024-07-14,refunded,EUR
363,7407,2024-11-02,completed,EUR
364,1642,2024-05-02,completed,EUR
365,3631,2024-10-02,completed,EUR
366,7255,2024-09-15,completed,EUR
367,8633,2025-11-23,cancelled,EUR
368,1147,2025-03-26,completed,EUR
369,9977,2024-10-16,completed,EUR
370,2936,2025-04-21,completed,EUR
371,3021,2025-01-21,completed,EUR
372,6582,2024-05-24,completed,EUR
373,1829,2025-04-19,completed,EUR
374,1500,2024-06-26,completed,EUR
375,6335,2025-09-14,completed,EUR
376,6440,2025-01-25,completed,EUR
377,4535,2025-11-23,completed,EUR
378,3391,2026-01-08,refunded,EUR
379,4369,2025-07-14,completed,EUR
380,747,2025-05-15,completed,EUR
381,3823,2024-06-15,completed,EUR
382,6031,2024-03-09,completed,EUR
383,9334,2025-07-02,completed,EUR
384,2163,2025-06-17,completed,EUR
385,5300,2025-06-09,completed,EUR
386,4827,2024-06-26,completed,EUR
387,7875,2024-06-06,completed,EUR
388,9585,2024-04-30,completed,EUR
389,9791,2024-06-26,completed,EUR
390,3498,2025-10-29,completed,EUR
391,5619,2024-09-06,completed,EUR
392,3388,2024-08-26,completed,EUR
393,3838,2025-12-17,completed,EUR
394,1339,2024-05-06,completed,EUR
395,9385,2024-02-03,completed,EUR
396,2581,2024-10-08,cancelled,EUR
397,2709,2025-08-15,completed,EUR
398,2745,2025-03-28,refunded,EUR
399,2256,2025-06-08,completed,EUR
400,5141,2025-06-29,completed,EUR
401,8504,2025-06-05,completed,EUR
402,2557,2025-03-08,completed,EUR
403,6373,2024-06-08,completed,EUR
404,5852,2025-03-26,completed,EUR
405,6718,2024-06-24,completed,EUR
406,9652,2025-05-05,completed,EUR
407,7338,2025-07-28,refunded,EUR
408,9736,2024-10-09,completed,EUR
409,6458,2025-07-17,completed,EUR
410,7182,2024-10-19,completed,EUR
411,6610,2025-10-05,completed,EUR
412,1394,2025-11-24,completed,EUR
413,9788,2024-07-13,completed,EUR
414,8948,2025-07-05,refunded,EUR
415,8634,2025-04-17,completed,EUR
416,8498,2024-05-21,completed,EUR
417,1839,2024-09-23,completed,EUR
418,9514,2025-04-26,completed,EUR
419,5517,2024-06-08,completed,EUR
420,3872,2025-12-14,completed,EUR
421,5101,2025-12-03,completed,EUR
422,5471,2024-04-08,completed,EUR
423,5066,2024-06-16,cancelled,EUR
424,827,2024-03-14,completed,EUR
425,533,2026-01-06,completed,EUR
426,8100,2024-08-02,completed,EUR
427,6137,2026-02-02,completed,EUR
428,4802,2025-09-13,completed,EUR
429,8931,2024-10-22,completed,EUR
430,2136,2024-02-03,completed,EUR
431,7982,2024-04-03,completed,EUR
432,2411,2025-03-04,completed,EUR
433,8237,2025-06-19,refunded,EUR
434,5416,2024-09-06,completed,EUR
435,5894,2025-05-16,completed,EUR
436,8250,2025-08-18,completed,EUR
437,2292,2024-04-27,completed,EUR
438,7297,2024-05-10,completed,EUR
439,2829,2024-09-19,completed,EUR
440,8620,2025-07-01,completed,EUR
441,5724,2025-02-16,completed,EUR
442,659,2025-12-05,completed,EUR
443,1275,2024-12-07,completed,EUR
444,2050,2024-12-09,cancelled,EUR
445,3543,2024-02-05,completed,EUR
446,2194,2025-07-17,completed,EUR
447,3888,2024-06-26,completed,EUR
448,7607,2024-07-03,completed,EUR
449,702,2024-03-16,cancelled,EUR
450,9836,2026-01-24,completed,EUR
451,4746,2025-09-22,completed,EUR
452,7301,2026-01-11,completed,EUR
453,8505,2025-06-26,completed,EUR
454,7527,2025-08-14,completed,EUR
455,3097,2024-09-28,completed,EUR
456,1116,2026-01-17,cancelled,EUR
457,8203,2024-06-16,completed,EUR
458,3278,2025-04-28,completed,EUR
459,7752,2024-02-22,completed,EUR
460,6120,2025-04-29,completed,EUR
461,483,2024-10-31,completed,EUR
462,9673,2025-11-16,completed,EUR
463,4538,2025-03-16,completed,EUR
464,2201,2025-01-14,completed,EUR
465,9584,2025-06-08,completed,EUR
466,3370,2025-08-03,cancelled,EUR
467,5467,2025-03-11,completed,EUR
468,5740,2025-10-12,completed,EUR
469,8505,2025-08-15,completed,EUR
470,6962,2024-05-15,completed,EUR
471,362,2024-09-30,refunded,EUR
472,8851,2024-03-08,completed,EUR
473,6829,2024-07-13,cancelled,EUR
474,6091,2026-01-13,completed,EUR
475,934,2024-08-24,completed,EUR
476,5086,2024-05-08,completed,EUR
477,1490,2024-03-30,completed,EUR
478,8646,2025-09-08,completed,EUR
479,6535,2025-02-27,completed,EUR
480,2113,2025-12-03,completed,EUR
481,2264,2024-10-30,completed,EUR
482,5542,2024-03-19,completed,EUR
483,3606,2026-01-15,completed,EUR
484,312,2024-08-31,completed,EUR
485,8516,2024-08-17,completed,EUR
486,3768,2024-10-09,completed,EUR
487,3933,2025-04-07,completed,EUR
488,5173,2024-02-24,completed,EUR
489,5621,2024-11-19,completed,EUR
490,9245,2024-06-29,cancelled,EUR
491,9561,2025-07-01,completed,EUR
492,2004,2024-04-11,completed,EUR
493,3608,2025-12-19,completed,EUR
494,6122,2024-10-19,completed,EUR
495,2074,2024-04-28,completed,EUR
496,2682,2025-10-08,completed,EUR
497,3098,2025-04-08,completed,EUR
498,9003,2024-03-18,cancelled,EUR
499,6816,2024-06-26,cancelled,EUR
500,2790,2024-03-23,completed,EUR
501,5269,2025-02-08,completed,EUR
502,197,2024-10-23,completed,EUR
503,3955,2025-03-24,cancelled,EUR
504,124,2024-07-19,completed,EUR
505,8677,2024-06-27,completed,EUR
506,6103,2024-08-30,cancelled,EUR
507,225,2024-06-10,completed,EUR
508,9948,2025-03-12,cancelled,EUR
509,484,2025-11-09,completed,EUR
510,1423,2025-01-18,cancelled,EUR
511,2372,2026-01-12,completed,EUR
512,702,2025-06-18,completed,EUR
513,1277,2024-07-13,refunded,EUR
514,638,2024-05-15,completed,EUR
515,2329,2024-05-03,completed,EUR
516,2205,2025-08-31,completed,EUR
517,367,2026-01-09,cancelled,EUR
518,8808,2025-09-23,completed,EUR
519,539,2024-06-18,completed,EUR
520,2845,2024-12-31,cancelled,EUR
521,2100,2025-12-15,completed,EUR
522,8673,2026-01-11,completed,EUR
523,6426,2025-06-18,completed,EUR
524,1103,2025-11-25,completed,EUR
525,7168,2024-12-05,completed,EUR
526,6301,2025-04-24,completed,EUR
527,1001,2024-09-02,completed,EUR
528,8189,2024-10-06,completed,EUR
529,7627,2025-07-17,completed,EUR
530,1483,2025-03-08,completed,EUR
531,9436,2025-02-08,completed,EUR
532,1469,2025-04-03,completed,EUR
533,4294,2024-07-23,completed,EUR
534,3498,2025-11-07,completed,EUR
535,9637,2025-07-23,completed,EUR
536,5506,2025-05-15,completed,EUR
537,8645,2024-03-16,completed,EUR
538,1105,2025-01-26,completed,EUR
539,5851,2024-09-15,completed,EUR
540,6008,2026-01-07,completed,EUR
541,9574,2025-07-12,cancelled,EUR
542,760,2024-03-14,completed,EUR
543,3144,2024-03-16,completed,EUR
544,522,2024-04-03,completed,EUR
545,438,2024-10-31,completed,EUR
546,871,2026-01-01,completed,EUR
547,1828,2025-01-29,completed,EUR
548,2784,2024-07-14,completed,EUR
549,3424,2024-10-28,completed,EUR
550,137,2025-12-05,completed,EUR
551,6398,2024-08-28,completed,EUR
552,9569,2026-01-19,completed,EUR
553,3062,2025-10-24,completed,EUR
554,6660,2025-07-01,completed,EUR
555,197,2025-01-01,completed,EUR
556,187,2025-10-25,completed,EUR
557,810,2024-09-19,completed,EUR
558,8359,2025-04-05,completed,EUR
559,7841,2024-03-27,completed,EUR
560,3468,2025-08-20,completed,EUR
561,773,2025-11-16,completed,EUR
562,5850,2025-04-09,completed,EUR
563,8363,2024-05-26,completed,EUR
564,1859,2025-07-05,completed,EUR
565,6074,2024-03-06,completed,EUR
566,9221,2024-12-09,completed,EUR
567,6042,2025-01-18,completed,EUR
568,851,2025-06-08,completed,EUR
569,9072,2025-03-19,completed,EUR
570,9094,2025-05-15,completed,EUR
571,6414,2024-12-15,completed,EUR
572,9821,2024-07-21,cancelled,EUR
573,6048,2024-08-13,completed,EUR
574,6785,2024-08-01,completed,EUR
575,8896,2024-07-25,completed,EUR
576,5527,2024-07-03,completed,EUR
577,3792,2024-07-11,completed,EUR
578,5087,2025-06-28,cancelled,EUR
579,166,2025-06-25,completed,EUR
580,6258,2025-05-03,completed,EUR
581,7035,2024-12-27,completed,EUR
582,9336,2025-02-17,completed,EUR
583,7466,2024-06-08,completed,EUR
584,7070,2024-11-03,completed,EUR
585,5516,2024-04-03,completed,EUR
586,3653,2026-02-01,completed,EUR
587,4386,2026-01-17,completed,EUR
588,4928,2026-01-04,completed,EUR
589,2212,2024-07-15,completed,EUR
590,2376,2025-11-07,completed,EUR
591,1356,2026-01-27,completed,EUR
592,7768,2025-03-10,completed,EUR
593,2338,2024-02-21,completed,EUR
594,1904,2024-08-03,completed,EUR
595,9978,2024-06-15,completed,EUR
596,8128,2024-10-12,completed,EUR
597,6447,2024-03-09,completed,EUR
598,2574,2024-12-29,completed,EUR
599,9081,2024-05-04,completed,EUR
600,1490,2025-08-07,completed,EUR
601,6079,2024-07-03,completed,EUR
602,8147,2024-06-27,cancelled,EUR
603,6605,2024-02-11,completed,EUR
604,3274,2024-06-18,completed,EUR
605,4273,2025-05-20,completed,EUR
606,4340,2025-05-16,completed,EUR
607,50,2025-03-18,completed,EUR
608,7162,2025-12-03,completed,EUR
609,4118,2025-02-25,completed,EUR
610,1776,2024-08-15,completed,EUR
611,8815,2026-01-20,completed,EUR
612,4928,2025-06-25,completed,EUR
613,8576,2024-07-05,completed,EUR
614,1787,2025-05-18,cancelled,EUR
615,1126,2024-04-30,completed,EUR
616,1094,2024-12-26,completed,EUR
617,5263,2026-01-21,completed,EUR
618,1164,2024-12-22,refunded,EUR
619,4998,2024-03-10,completed,EUR
620,7153,2025-11-19,completed,EUR
621,8368,2024-05-04,refunded,EUR
622,119,2025-08-19,completed,EUR
623,3169,2025-09-17,cancelled,EUR
624,255,2025-08-03,completed,EUR
625,3277,2025-11-30,completed,EUR
626,1880,2024-03-07,completed,EUR
627,3520,2024-09-13,completed,EUR
628,3532,2024-02-06,completed,EUR
629,1143,2024-12-23,completed,EUR
630,5977,2025-05-01,cancelled,EUR
631,8254,2024-08-25,completed,EUR
632,5212,2024-03-27,completed,EUR
633,2548,2024-06-29,completed,EUR
634,107,2024-10-27,completed,EUR
635,4505,2024-10-31,completed,EUR
636,3165,2025-11-23,completed,EUR
637,1094,2025-02-10,completed,EUR
638,1354,2024-06-17,refunded,EUR
639,9957,2024-05-14,completed,EUR
640,7597,2024-11-24,completed,EUR
641,4505,2024-04-29,cancelled,EUR
642,1510,2024-08-25,completed,EUR
643,3882,2025-03-24,refunded,EUR
644,935,2024-02-28,completed,EUR
645,4199,2025-07-29,completed,EUR
646,8606,2025-04-19,cancelled,EUR
647,4265,2025-06-13,completed,EUR
648,1449,2025-01-18,completed,EUR
649,4259,2025-02-03,completed,EUR
650,5103,2025-03-25,completed,EUR
651,8568,2025-12-09,completed,EUR
652,8240,2025-07-16,completed,EUR
653,1803,2025-11-25,completed,EUR
654,2617,2026-01-19,completed,EUR
655,2135,2025-12-19,completed,EUR
656,6933,2025-11-09,completed,EUR
657,9038,2025-05-09,completed,EUR
658,6078,2024-04-05,completed,EUR
659,7590,2026-01-04,completed,EUR
660,685,2025-09-08,completed,EUR
661,3381,2025-08-07,completed,EUR
662,7930,2024-04-15,completed,EUR
663,738,2025-09-18,cancelled,EUR
664,9992,2025-11-22,completed,EUR
665,9615,2025-10-16,cancelled,EUR
666,6306,2025-07-06,completed,EUR
667,1568,2025-03-30,completed,EUR
668,3103,2025-06-16,completed,EUR
669,3999,2024-09-25,refunded,EUR
670,1090,2025-05-30,completed,EUR
671,8214,2024-08-23,completed,EUR
672,5334,2025-05-28,cancelled,EUR
673,2840,2025-02-19,completed,EUR
674,4262,2025-04-13,completed,EUR
675,90,2025-01-09,cancelled,EUR
676,8148,2024-06-23,cancelled,EUR
677,5886,2024-02-14,completed,EUR
678,2385,2025-10-19,completed,EUR
679,3175,2024-04-26,completed,EUR
680,6712,2025-10-09,completed,EUR
681,2170,2026-01-24,completed,EUR
682,2445,2025-06-02,completed,EUR
683,825,2025-10-01,completed,EUR
684,610,2024-04-19,completed,EUR
685,5387,2026-01-04,completed,EUR
686,4533,2024-11-18,completed,EUR
687,8585,2025-09-09,completed,EUR
688,1885,2024-03-01,completed,EUR
689,6266,2024-08-17,completed,EUR
690,2576,2025-04-28,completed,EUR
691,4231,2025-06-14,completed,EUR
692,8624,2025-01-01,completed,EUR
693,5799,2025-02-21,cancelled,EUR
694,8259,2024-05-19,completed,EUR
695,2825,2026-01-28,completed,EUR
696,5104,2025-01-25,completed,EUR
697,737,2025-02-09,completed,EUR
698,8479,2025-06-26,completed,EUR
699,685,2025-12-26,completed,EUR
700,5946,2024-08-12,completed,EUR
701,8356,2024-08-01,cancelled,EUR
702,4895,2024-02-29,completed,EUR
703,5498,2025-08-23,completed,EUR
704,8006,2024-12-09,completed,EUR
705,662,2024-12-16,completed,EUR
706,7758,2025-05-26,completed,EUR
707,538,2025-08-11,completed,EUR
708,5561,2025-03-26,completed,EUR
709,9890,2025-09-02,completed,EUR
710,960,2024-12-04,completed,EUR
711,966,2024-06-21,cancelled,EUR
712,9297,2024-10-09,completed,EUR
713,4123,2024-05-29,completed,EUR
714,5630,2025-07-27,refunded,EUR
715,1822,2024-07-18,completed,EUR
716,7454,2025-04-08,completed,EUR
717,7951,2025-08-17,completed,EUR
718,4570,2025-08-14,completed,EUR
719,130,2024-11-16,completed,EUR
720,7173,2024-06-09,cancelled,EUR
721,2577,2025-09-08,refunded,EUR
722,8946,2024-06-21,completed,EUR
723,7952,2025-08-03,cancelled,EUR
724,8253,2025-03-25,completed,EUR
725,5841,2024-06-12,cancelled,EUR
726,5113,2025-07-18,refunded,EUR
727,7179,2024-04-15,completed,EUR
728,4279,2024-11-16,completed,EUR
729,6088,2025-01-06,completed,EUR
